id,source_lat,source_long,target_lat,target_long,source,target,distance,slope,geometry,nearby_features,elevation_diff,is_uphill,across
1,37.3878517,127.1196365,37.3875704,127.1193844,287284810,2876310076,38.399,0.0,"LINESTRING (127.1196365 37.3878517, 127.1195984 37.3878098, 127.1193844 37.3875704)",none,0.0,False,0
2,37.3886786,127.0939028,37.389143,127.0940378,437306835,2879174414,52.998999999999995,0.0,"LINESTRING (127.0939028 37.3886786, 127.0939375 37.3887924, 127.0940378 37.389143)",stream: 운중천,0.0,False,1
3,37.3899186,127.0881128,37.3903514,127.0882649,437306853,2879174428,49.967,0.0,"LINESTRING (127.0881128 37.3899186, 127.0881445 37.3900043, 127.0882649 37.3903514)",park: Unnamed,0.0,False,0
4,37.3931905,127.0759293,37.3931419,127.0753005,1576351435,4866120916,55.812,0.0,,none,0.0,False,0
5,37.3931905,127.0759293,37.3932155,127.0766313,1576351435,2879103609,62.079,0.0,,none,0.0,False,0
6,37.3931905,127.0759293,37.3952638,127.0760716,1576351435,1576351458,233.13399999999996,-1.2600001239303995,"LINESTRING (127.0759293 37.3931905, 127.0759487 37.3933811, 127.0759577 37.3934809, 127.0759671 37.3935855, 127.0759775 37.393702, 127.0759872 37.3938098, 127.075998 37.3939306, 127.0760104 37.3940689, 127.0760249 37.3942307, 127.0760352 37.3943448, 127.0760446 37.3944497, 127.0761145 37.3947439, 127.076168 37.3948589, 127.0761384 37.3949782, 127.0760716 37.3952638)",wood: Unnamed,28.0,True,0
7,37.3952638,127.0760716,37.3969686,127.0791293,1576351458,1576486082,337.05899999999997,4.450259450125943,"LINESTRING (127.0760716 37.3952638, 127.0762432 37.3954002, 127.0764471 37.3954855, 127.0767475 37.3955963, 127.0770157 37.395673, 127.077241 37.3957582, 127.0774411 37.3958264, 127.077638 37.3960565, 127.0778311 37.3962526, 127.0781959 37.3964231, 127.0784748 37.3965424, 127.0788181 37.396747, 127.0789362 37.3967981, 127.0790783 37.396943, 127.0791293 37.3969686)",wood: Unnamed,15.0,True,0
8,37.3952638,127.0760716,37.3931905,127.0759293,1576351458,1576351435,233.134,2.743419940639047,"LINESTRING (127.0760716 37.3952638, 127.0761384 37.3949782, 127.076168 37.3948589, 127.0761145 37.3947439, 127.0760446 37.3944497, 127.0760352 37.3943448, 127.0760249 37.3942307, 127.0760104 37.3940689, 127.075998 37.3939306, 127.0759872 37.3938098, 127.0759775 37.393702, 127.0759671 37.3935855, 127.0759577 37.3934809, 127.0759487 37.3933811, 127.0759293 37.3931905)",wood: Unnamed,-28.0,False,0
9,37.3946053,127.0926901,37.3946895,127.0926499,1576486008,1576486080,10.014,0.0,,none,0.0,False,0
10,37.3946053,127.0926901,37.393965,127.0931783,1576486008,1576486015,84.374,0.0,"LINESTRING (127.0926901 37.3946053, 127.0927741 37.3944581, 127.0929471 37.3942983, 127.0930114 37.3942248, 127.0930496 37.3941184, 127.0931067 37.3940266, 127.0931783 37.393965)",peak: 금토산,0.0,False,0
11,37.3946053,127.0926901,37.3941538,127.0920666,1576486008,7836909817,76.84199999999998,0.0,"LINESTRING (127.0926901 37.3946053, 127.0926024 37.394537, 127.0925149 37.3945095, 127.0923432 37.3943561, 127.092193 37.3941856, 127.0920666 37.3941538)",none,0.0,False,0
12,37.3986209,127.0854268,37.3974617,127.0844276,1576486009,1576486025,179.22199999999998,-5.370578130860486,"LINESTRING (127.0854268 37.3986209, 127.0854329 37.3985889, 127.0853765 37.3985388, 127.0852518 37.398461, 127.085129 37.3984494, 127.0850319 37.398395, 127.0847669 37.3983461, 127.0847422 37.3982586, 127.0847261 37.3981425, 127.0846207 37.3980616, 127.0844954 37.3979326, 127.0844115 37.3977846, 127.0843881 37.3976854, 127.0843828 37.397598, 127.0844069 37.3975256, 127.0844276 37.3974617)",peak: 금토산,18.0,True,0
13,37.3986209,127.0854268,37.4014098,127.0935541,1576486009,11224790375,913.88,-10.942355670328707,"LINESTRING (127.0854268 37.3986209, 127.085453 37.3987508, 127.0854885 37.3988106, 127.0856896 37.399045, 127.0858794 37.3991098, 127.0860034 37.3992239, 127.0861187 37.3994882, 127.0862737 37.399683, 127.0863843 37.3999036, 127.0864427 37.400024, 127.086601 37.4000687, 127.0867303 37.4001956, 127.0873204 37.4003235, 127.0876068 37.4003414, 127.0877677 37.4003649, 127.0878354 37.4003916, 127.0880493 37.4004906, 127.0883101 37.400545, 127.0884892 37.400595, 127.0886046 37.4006738, 127.0887742 37.4006899, 127.0889291 37.4005609, 127.0890584 37.400528, 127.0896593 37.4003405, 127.0900884 37.4004087, 127.0904894 37.4004097, 127.0907912 37.4004438, 127.0910829 37.4004469, 127.0912834 37.4005131, 127.0914638 37.4005599, 127.0917025 37.4005428, 127.0918265 37.4006132, 127.091956 37.4007676, 127.0920558 37.4009115, 127.0921397 37.4010062, 127.0922363 37.4010286, 127.0923181 37.4010776, 127.0924045 37.4010873, 127.0925273 37.4011586, 127.0926359 37.4011927, 127.0927921 37.4012099, 127.0931013 37.4012108, 127.0932641 37.4012439, 127.0933172 37.4012417, 127.0933092 37.4013099, 127.0932917 37.4013631, 127.0932756 37.4014068, 127.093277 37.4014878, 127.0933186 37.4015038, 127.0934138 37.4014601, 127.0935541 37.4014098)",wood: Unnamed,-100.0,False,0
14,37.3986209,127.0854268,37.3974286,127.0880735,1576486009,11224790406,295.65799999999996,-11.499773386818555,"LINESTRING (127.0854268 37.3986209, 127.0856917 37.3986752, 127.0859814 37.3986858, 127.0862308 37.3986496, 127.0864776 37.3985558, 127.0866063 37.398477, 127.086904 37.3984344, 127.0871294 37.3983534, 127.0872501 37.3982426, 127.0874029 37.3980061, 127.0874646 37.3979336, 127.0875826 37.397842, 127.0880225 37.3975671, 127.0880815 37.3974819, 127.0880735 37.3974286)",none,-34.0,False,0
15,37.393965,127.0931783,37.3915189,127.0979803,1576486015,11224790279,633.8599999999999,-9.781339728015652,"LINESTRING (127.0931783 37.393965, 127.0932655 37.3939074, 127.0932636 37.3937709, 127.0933025 37.3937006, 127.0933802 37.3936303, 127.0934934 37.3935729, 127.0936793 37.3935077, 127.0937933 37.3934481, 127.0938475 37.3934131, 127.0939408 37.3933074, 127.0939534 37.393233, 127.0939583 37.3931252, 127.0939878 37.3930187, 127.0939642 37.3928866, 127.0940709 37.3927875, 127.09415 37.3927694, 127.0941868 37.3927375, 127.0943056 37.3926639, 127.094425 37.3926596, 127.094514 37.3926949, 127.0946664 37.3927662, 127.0948091 37.3927546, 127.0949399 37.3927598, 127.0950566 37.3928045, 127.0951229 37.3928046, 127.0953141 37.3927917, 127.0954743 37.3928057, 127.0955507 37.3928206, 127.0956655 37.3928194, 127.09575 37.3928503, 127.0958304 37.3928461, 127.09599 37.3928194, 127.0962301 37.3927459, 127.0963749 37.3926916, 127.0964849 37.3926351, 127.0966633 37.3925744, 127.0967813 37.3925435, 127.0968483 37.3925413, 127.0969301 37.3925893, 127.0969637 37.3925914, 127.0970441 37.392552, 127.0970508 37.3925115, 127.0970495 37.3924582, 127.0971568 37.3923623, 127.0971917 37.3923059, 127.0971568 37.3922632, 127.0971072 37.3921769, 127.0971273 37.3921503, 127.0972185 37.3920491, 127.0973392 37.39195, 127.0974451 37.3919244, 127.0975471 37.3919106, 127.0976262 37.3919713, 127.0976865 37.3919138, 127.0976999 37.3917678, 127.097716 37.3917177, 127.0978294 37.3917731, 127.0979071 37.3916042, 127.0979803 37.3915189)","nan: Unnamed,wood: Unnamed,peak: 금토산",-62.0,False,0
16,37.393965,127.0931783,37.3946053,127.0926901,1576486015,1576486008,84.374,0.0,"LINESTRING (127.0931783 37.393965, 127.0931067 37.3940266, 127.0930496 37.3941184, 127.0930114 37.3942248, 127.0929471 37.3942983, 127.0927741 37.3944581, 127.0926901 37.3946053)",peak: 금토산,0.0,False,0
17,37.393965,127.0931783,37.3958173,127.0981238,1576486015,7836909798,681.2390000000001,-8.22031621794994,"LINESTRING (127.0931783 37.393965, 127.0935675 37.3939193, 127.0939246 37.3940791, 127.0942616 37.3943509, 127.094508 37.3946945, 127.0950965 37.3950981, 127.0954486 37.3955057, 127.0955643 37.3958134, 127.0961779 37.396117, 127.0966255 37.3959572, 127.0967563 37.3957055, 127.0966104 37.395198, 127.096872 37.395214, 127.0970782 37.3956495, 127.0981238 37.3958173)","peak: 금토산,park: 미르어린이공원",-56.0,False,0
18,37.3974617,127.0844276,37.39688,127.0840803,1576486025,1576486055,73.226,0.0,"LINESTRING (127.0844276 37.3974617, 127.0844243 37.3973935, 127.0843377 37.397238, 127.0842755 37.3971282, 127.0841467 37.3970259, 127.0840803 37.39688)",peak: 금토산,0.0,False,0
19,37.3974617,127.0844276,37.3986209,127.0854268,1576486025,1576486009,179.222,-10.04340984923726,"LINESTRING (127.0844276 37.3974617, 127.0844069 37.3975256, 127.0843828 37.397598, 127.0843881 37.3976854, 127.0844115 37.3977846, 127.0844954 37.3979326, 127.0846207 37.3980616, 127.0847261 37.3981425, 127.0847422 37.3982586, 127.0847669 37.3983461, 127.0850319 37.398395, 127.085129 37.3984494, 127.0852518 37.398461, 127.0853765 37.3985388, 127.0854329 37.3985889, 127.0854268 37.3986209)",peak: 금토산,-18.0,False,0
20,37.3974617,127.0844276,37.3974286,127.0880735,1576486025,11224790406,334.79900000000004,-15.53170708395186,"LINESTRING (127.0844276 37.3974617, 127.08471 37.397418, 127.0850882 37.397369, 127.0856756 37.397337, 127.0857507 37.3973583, 127.0860752 37.3975245, 127.0862254 37.3975479, 127.0864105 37.3975117, 127.0867646 37.3973881, 127.0869496 37.397337, 127.087183 37.3973562, 127.0874298 37.397354, 127.0877865 37.3973626, 127.0879769 37.3973967, 127.0880735 37.3974286)",peak: 금토산,-52.0,False,0
21,37.3950219,127.0871058,37.3946895,127.0926499,1576486032,1576486080,507.3019999999999,-4.928031034768245,"LINESTRING (127.0871058 37.3950219, 127.0878139 37.3951071, 127.0884362 37.3950219, 127.0886628 37.3949899, 127.0889082 37.3950219, 127.0890713 37.3950814, 127.0892917 37.3951039, 127.0894441 37.3950569, 127.089686 37.3950389, 127.0900267 37.3950208, 127.0902815 37.3950368, 127.0903708 37.3949706, 127.0904124 37.3949578, 127.0905551 37.3949984, 127.0909414 37.3950027, 127.0913664 37.3949345, 127.0916521 37.3948631, 127.0918125 37.394847, 127.0919767 37.3948514, 127.0922342 37.3948855, 127.0923744 37.3948087, 127.0925635 37.3947426, 127.0926499 37.3946895)",none,-25.0,False,0
22,37.3950219,127.0871058,37.39688,127.0840803,1576486032,1576486055,359.186,-7.939774806425484,"LINESTRING (127.0871058 37.3950219, 127.0868585 37.3950111, 127.0865921 37.3950346, 127.0863301 37.3951827, 127.0861375 37.3953074, 127.0860973 37.395414, 127.0859948 37.3955236, 127.0857312 37.3957144, 127.0855823 37.3958966, 127.0854758 37.3959732, 127.085239 37.3960959, 127.0850989 37.396197, 127.0850271 37.3962834, 127.0849702 37.3963525, 127.0847884 37.3964368, 127.084445 37.396488, 127.0843707 37.3965166, 127.0843016 37.3965785, 127.0842393 37.3966391, 127.0841897 37.3966972, 127.0841367 37.3967931, 127.0840803 37.39688)",peak: 금토산,49.0,True,0
23,37.3950219,127.0871058,37.3933079,127.0882511,1576486032,7836909827,267.097,-16.099020206142338,"LINESTRING (127.0871058 37.3950219, 127.0868328 37.3942749, 127.086896 37.3941726, 127.0869816 37.394134, 127.087385 37.39417, 127.0878538 37.3937994, 127.0882511 37.3933079)",wood: Unnamed,-43.0,False,0
24,37.3950219,127.0871058,37.3974286,127.0880735,1576486032,11224790406,289.44100000000003,-1.0364806644532043,"LINESTRING (127.0871058 37.3950219, 127.0870784 37.3951677, 127.0870918 37.3953936, 127.0871428 37.3954831, 127.0872393 37.3955854, 127.0873842 37.3956962, 127.087478 37.3957814, 127.0877624 37.396295, 127.0878214 37.3964612, 127.0879126 37.3968426, 127.087985 37.3970408, 127.0880574 37.3971559, 127.0880681 37.3972177, 127.0880735 37.3974286)",none,-3.0,False,0
25,37.39688,127.0840803,37.3974617,127.0844276,1576486055,1576486025,73.226,0.0,"LINESTRING (127.0840803 37.39688, 127.0841467 37.3970259, 127.0842755 37.3971282, 127.0843377 37.397238, 127.0844243 37.3973935, 127.0844276 37.3974617)",peak: 금토산,0.0,False,0
26,37.39688,127.0840803,37.3950219,127.0871058,1576486055,1576486032,359.186,-13.641957091868836,"LINESTRING (127.0840803 37.39688, 127.0841367 37.3967931, 127.0841897 37.3966972, 127.0842393 37.3966391, 127.0843016 37.3965785, 127.0843707 37.3965166, 127.084445 37.396488, 127.0847884 37.3964368, 127.0849702 37.3963525, 127.0850271 37.3962834, 127.0850989 37.396197, 127.085239 37.3960959, 127.0854758 37.3959732, 127.0855823 37.3958966, 127.0857312 37.3957144, 127.0859948 37.3955236, 127.0860973 37.395414, 127.0861375 37.3953074, 127.0863301 37.3951827, 127.0865921 37.3950346, 127.0868585 37.3950111, 127.0871058 37.3950219)",peak: 금토산,-49.0,False,0
27,37.39688,127.0840803,37.397877,127.0808913,1576486055,2879860682,341.133,-2.9644828765325024,"LINESTRING (127.0840803 37.39688, 127.0838013 37.3971187, 127.083458 37.3973574, 127.0832005 37.3975449, 127.0829215 37.3976131, 127.0825165 37.3976046, 127.0823851 37.3976301, 127.0822692 37.3976524, 127.0821115 37.3978006, 127.0819211 37.3978794, 127.0816764 37.3980359, 127.0815161 37.3981202, 127.08128 37.3981181, 127.0808913 37.397877)","wood: Unnamed,peak: 금토산",-61.0,False,0
28,37.3946895,127.0926499,37.3946053,127.0926901,1576486080,1576486008,10.014,0.0,,none,0.0,False,0
29,37.3946895,127.0926499,37.3950219,127.0871058,1576486080,1576486032,507.3020000000001,4.928031034768244,"LINESTRING (127.0926499 37.3946895, 127.0925635 37.3947426, 127.0923744 37.3948087, 127.0922342 37.3948855, 127.0919767 37.3948514, 127.0918125 37.394847, 127.0916521 37.3948631, 127.0913664 37.3949345, 127.0909414 37.3950027, 127.0905551 37.3949984, 127.0904124 37.3949578, 127.0903708 37.3949706, 127.0902815 37.3950368, 127.0900267 37.3950208, 127.089686 37.3950389, 127.0894441 37.3950569, 127.0892917 37.3951039, 127.0890713 37.3950814, 127.0889082 37.3950219, 127.0886628 37.3949899, 127.0884362 37.3950219, 127.0878139 37.3951071, 127.0871058 37.3950219)",none,25.0,True,0
30,37.3946895,127.0926499,37.3978325,127.0935813,1576486080,4590651605,410.627,-8.036490537641217,"LINESTRING (127.0926499 37.3946895, 127.0930142 37.3951221, 127.0931249 37.3954977, 127.0931249 37.3955856, 127.0933764 37.3960571, 127.0935876 37.3964407, 127.093658 37.3970161, 127.093995 37.3970521, 127.093995 37.397144, 127.0939878 37.3975276, 127.0935813 37.3978325)",wood: Unnamed,-33.0,False,0
31,37.3969686,127.0791293,37.397877,127.0808913,1576486082,2879860682,192.425,1.5590489801221252,"LINESTRING (127.0791293 37.3969686, 127.0794883 37.397238, 127.0796312 37.3973391, 127.0798316 37.3974085, 127.080116 37.397434, 127.080165 37.3974414, 127.0801945 37.3974638, 127.0803399 37.3975982, 127.0804822 37.397647, 127.0806424 37.3976763, 127.0807376 37.3977632, 127.0808913 37.397877)",wood: Unnamed,3.0,True,0
32,37.3969686,127.0791293,37.3952638,127.0760716,1576486082,1576351458,337.059,-4.450259450125942,"LINESTRING (127.0791293 37.3969686, 127.0790783 37.396943, 127.0789362 37.3967981, 127.0788181 37.396747, 127.0784748 37.3965424, 127.0781959 37.3964231, 127.0778311 37.3962526, 127.077638 37.3960565, 127.0774411 37.3958264, 127.077241 37.3957582, 127.0770157 37.395673, 127.0767475 37.3955963, 127.0764471 37.3954855, 127.0762432 37.3954002, 127.0760716 37.3952638)",wood: Unnamed,-15.0,False,0
33,37.389957,127.0825948,37.3892161,127.0875188,1613843381,1613843398,454.78,-1.759092308368882,"LINESTRING (127.0825948 37.389957, 127.0832988 37.3897318, 127.0839855 37.3895847, 127.084196 37.3895394, 127.0842671 37.3894963, 127.0843797 37.3894504, 127.0845085 37.3894036, 127.0847257 37.3893397, 127.0848743 37.3892781, 127.0850452 37.3892313, 127.0851892 37.3891994, 127.0853309 37.3891828, 127.0855016 37.3891708, 127.0856685 37.389166, 127.0857691 37.3891712, 127.0858281 37.3891798, 127.0859126 37.3891649, 127.0860085 37.3891457, 127.0861194 37.3891201, 127.0862369 37.3890991, 127.0863359 37.38908, 127.0864724 37.3890695, 127.0865947 37.38907, 127.0867052 37.3890711, 127.0868272 37.3890764, 127.0869332 37.3890903, 127.087108 37.3891191, 127.0872651 37.3891569, 127.0875188 37.3892161)",stream: 운중천,-8.0,False,4
34,37.389957,127.0825948,37.3894194,127.0824569,1613843381,2879764227,61.024,0.0,"LINESTRING (127.0825948 37.389957, 127.0825888 37.3899437, 127.0824569 37.3894194)","nan: 도담어린이공원,stream: 운중천",0.0,False,4
35,37.389957,127.0825948,37.39084,127.0828211,1613843381,2879764225,100.201,0.0,"LINESTRING (127.0825948 37.389957, 127.0826032 37.3899863, 127.0828211 37.39084)","park: 눈꽃어린이공원,stream: 운중천",0.0,False,4
36,37.389957,127.0825948,37.3905708,127.0797105,1613843381,2879171402,265.48799999999994,0.0,"LINESTRING (127.0825948 37.389957, 127.0815151 37.3900578, 127.0810187 37.3901782, 127.0809706 37.3901899, 127.080452 37.3903609, 127.0797105 37.3905708)",stream: 운중천,0.0,False,4
37,37.3892161,127.0875188,37.389957,127.0825948,1613843398,1613843381,454.78,1.759092308368882,"LINESTRING (127.0875188 37.3892161, 127.0872651 37.3891569, 127.087108 37.3891191, 127.0869332 37.3890903, 127.0868272 37.3890764, 127.0867052 37.3890711, 127.0865947 37.38907, 127.0864724 37.3890695, 127.0863359 37.38908, 127.0862369 37.3890991, 127.0861194 37.3891201, 127.0860085 37.3891457, 127.0859126 37.3891649, 127.0858281 37.3891798, 127.0857691 37.3891712, 127.0856685 37.389166, 127.0855016 37.3891708, 127.0853309 37.3891828, 127.0851892 37.3891994, 127.0850452 37.3892313, 127.0848743 37.3892781, 127.0847257 37.3893397, 127.0845085 37.3894036, 127.0843797 37.3894504, 127.0842671 37.3894963, 127.084196 37.3895394, 127.0839855 37.3895847, 127.0832988 37.3897318, 127.0825948 37.389957)",stream: 운중천,8.0,True,4
38,37.3892161,127.0875188,37.3888239,127.0893016,1613843398,1613843401,164.712,0.0,"LINESTRING (127.0875188 37.3892161, 127.0883735 37.3891223, 127.088792 37.3889987, 127.0893016 37.3888239)",stream: 운중천,0.0,False,4
39,37.3892161,127.0875188,37.3885205,127.0872831,1613843398,2879769118,80.101,2.496847729741202,"LINESTRING (127.0875188 37.3892161, 127.0874875 37.3891237, 127.0873692 37.3887745, 127.0872831 37.3885205)",stream: 운중천,2.0,True,4
40,37.3892161,127.0875188,37.3897597,127.0876826,1613843398,4595775460,65.27,0.5754722704157471,"LINESTRING (127.0875188 37.3892161, 127.0875517 37.3893176, 127.0875168 37.3893261, 127.0876826 37.3897597)","nan: Unnamed,water: Unnamed,stream: 운중천",6.0,True,4
41,37.3888239,127.0893016,37.3892161,127.0875188,1613843401,1613843398,164.712,0.0,"LINESTRING (127.0893016 37.3888239, 127.088792 37.3889987, 127.0883735 37.3891223, 127.0875188 37.3892161)",stream: 운중천,0.0,False,0
42,37.3888239,127.0893016,37.3877828,127.0974633,1613843401,2879076063,747.099,-0.8031064156156011,"LINESTRING (127.0893016 37.3888239, 127.0896594 37.3886125, 127.0900536 37.3885354, 127.0908224 37.3886461, 127.0915573 37.3887365, 127.0922359 37.3887642, 127.0928582 37.3886279, 127.0934107 37.3884723, 127.0941591 37.3883849, 127.0949101 37.3882314, 127.0955779 37.3880439, 127.0964202 37.3879288, 127.0970612 37.3877711, 127.0974633 37.3877828)",stream: 운중천,-6.0,False,0
43,37.3888239,127.0893016,37.3890814,127.0888625,1613843401,4595775443,48.454,0.0,"LINESTRING (127.0893016 37.3888239, 127.0891932 37.3888999, 127.0891074 37.3889574, 127.0890162 37.3890107, 127.0889518 37.3890469, 127.0888928 37.3890725, 127.0888625 37.3890814)",stream: 운중천,0.0,False,0
44,37.3926139,127.091281,37.3941538,127.0920666,1613843416,7836909817,305.828,-1.0989808219567636,"LINESTRING (127.091281 37.3926139, 127.0918094 37.3926449, 127.0923512 37.3926759, 127.0923968 37.3928399, 127.0922787 37.392939, 127.092066 37.3929388, 127.0917262 37.3931648, 127.091678 37.3935207, 127.0917853 37.3937764, 127.0918711 37.393964, 127.0920666 37.3941538)",wood: Unnamed,33.0,True,0
45,37.3926139,127.091281,37.3913978,127.0908251,1613843416,2879174402,141.144,2.470656381040234,"LINESTRING (127.091281 37.3926139, 127.0911684 37.3922933, 127.0910481 37.3920182, 127.0909233 37.3916548, 127.0908251 37.3913978)",wood: Unnamed,-15.0,False,0
46,37.3926139,127.091281,37.3933079,127.0882511,1613843416,7836909827,310.13100000000003,4.836665796066822,"LINESTRING (127.091281 37.3926139, 127.0905396 37.3927485, 127.0897449 37.3929443, 127.0890458 37.3932999, 127.0888094 37.3933159, 127.0887591 37.3931241, 127.0884372 37.3931401, 127.0882511 37.3933079)",wood: Unnamed,15.0,True,0
47,37.3877072,127.1015056,37.3877059,127.100797,1613899000,2879770260,62.713,0.0,"LINESTRING (127.1015056 37.3877072, 127.1012052 37.3876902, 127.100797 37.3877059)","nan: 낙생어린이공원,stream: 운중천",0.0,False,0
48,37.387667,127.1002441,37.3877059,127.100797,1613899003,2879770260,49.04,0.0,,"stream: 운중천,nan: 낙생어린이공원",0.0,False,0
49,37.387667,127.1002441,37.3876161,127.0996309,1613899003,10161803056,54.471,-3.671678507829855,,"stream: 운중천,nan: 낙생어린이공원",-2.0,False,0
50,37.387667,127.1002441,37.3879562,127.0994301,1613899003,2879076067,85.747,-2.332443117543471,"LINESTRING (127.1002441 37.387667, 127.1001046 37.3877151, 127.099704 37.3877109, 127.0996352 37.3877425, 127.0994562 37.3879247, 127.0994301 37.3879562)","stream: 운중천,nan: 낙생어린이공원",-2.0,False,0
51,37.3927189,127.0982953,37.3927239,127.0986496,1836115590,2879211492,31.305,0.0,,none,0.0,False,0
52,37.3962016,127.1168299,37.3962031,127.1170288,1836125930,11918729021,17.572,0.0,,none,0.0,False,0
53,37.3962016,127.1168299,37.3960995,127.1169858,1836125930,11918729130,17.848,0.0,,none,0.0,False,0
54,37.3962016,127.1168299,37.3963027,127.1166737,1836125930,11918729131,17.798,0.0,,none,0.0,False,0
55,37.3962016,127.1168299,37.396311,127.1169828,1836125930,11918729104,18.178,0.0,,none,0.0,False,0
56,37.3962016,127.1168299,37.3960875,127.1166702,1836125930,11918729002,18.974,0.0,,none,0.0,False,0
57,37.3998412,127.1168529,37.39984,127.1170049,1836125952,11918729033,13.428,0.0,,"nan: 삼평어린이공원,nan: 봇들어린이공원",0.0,False,0
58,37.3879247,127.1111526,37.3863322,127.1111285,1836125959,4537505416,177.091,0.1590596394117974,,none,-7.0,False,0
59,37.3860143,127.1022922,37.3859877,127.0999635,1836128634,2879171420,209.565,0.9543578364707848,"LINESTRING (127.1022922 37.3860143, 127.1015745 37.3859393, 127.1013658 37.3859226, 127.1010051 37.3858939, 127.1006108 37.385881, 127.1003104 37.3858779, 127.1001857 37.385896, 127.1000766 37.3859221, 127.0999635 37.3859877)","park: 낙생어린이공원,wood: 낙생대공원",2.0,True,0
60,37.3868656,127.097425,37.3868357,127.0976927,1836128640,5436608553,23.884,0.0,,water: Unnamed,0.0,False,0
61,37.3868656,127.097425,37.3867079,127.0974247,1836128640,2879792691,17.535,0.0,,water: Unnamed,0.0,False,0
62,37.3868656,127.097425,37.3869765,127.0964494,1836128640,4592991565,87.072,0.0,,"water: Unnamed,stream: 운중천",0.0,False,0
63,37.3866546,127.0990779,37.3867134,127.0986906,1836128662,5436608554,34.837,0.0,,none,0.0,False,0
64,37.3866546,127.0990779,37.3868468,127.0991496,1836128662,2879171416,22.291,0.0,,none,0.0,False,0
65,37.3866546,127.0990779,37.3863858,127.0994857,1836128662,2879171422,47.90599999999999,0.0,"LINESTRING (127.0990779 37.3866546, 127.0991847 37.38663, 127.0992707 37.3865676, 127.0993602 37.3865029, 127.0994857 37.3863858)",park: 낙생어린이공원,0.0,False,0
66,37.39276,127.1223368,37.3929754,127.1219144,1970949833,4343199087,44.342,0.0,,none,0.0,False,0
67,37.3835436,127.112579,37.3835756,127.1121131,2026489200,2026489201,41.475,0.0,"LINESTRING (127.112579 37.3835436, 127.1125185 37.3835369, 127.1124633 37.3835412, 127.1121131 37.3835756)","park: 보물섬어린이공원,nan: 보물섬어린이공원,wood: 낙생대공원,park: 마루공원",1.0,True,0
68,37.3835436,127.112579,37.3844648,127.1126181,2026489200,4279351396,103.614,0.0,"LINESTRING (127.112579 37.3835436, 127.1126114 37.3835699, 127.11261 37.3836133, 127.1126146 37.3836966, 127.1126206 37.384352, 127.1126181 37.3844648)","park: 보물섬어린이공원,park: 마루공원",0.0,False,0
69,37.3835436,127.112579,37.3835055,127.1128522,2026489200,4691995690,24.801,0.0,"LINESTRING (127.112579 37.3835436, 127.1127127 37.3835076, 127.1128522 37.3835055)","park: 보물섬어린이공원,park: 마루공원",0.0,False,0
70,37.3835756,127.1121131,37.3836426,127.1115243,2026489201,2026489203,52.554,0.0,,"nan: 보물섬어린이공원,wood: 낙생대공원",0.0,False,0
71,37.3835756,127.1121131,37.3844603,127.1121169,2026489201,4279351397,98.375,0.0,,"park: 보물섬어린이공원,nan: 보물섬어린이공원,wood: 낙생대공원",0.0,False,0
72,37.3835756,127.1121131,37.3835436,127.112579,2026489201,2026489200,41.475,0.0,"LINESTRING (127.1121131 37.3835756, 127.1124633 37.3835412, 127.1125185 37.3835369, 127.112579 37.3835436)","park: 마루공원,park: 보물섬어린이공원,nan: 보물섬어린이공원,wood: 낙생대공원",-1.0,False,0
73,37.3836426,127.1115243,37.3835756,127.1121131,2026489203,2026489201,52.554,0.0,,"nan: 보물섬어린이공원,wood: 낙생대공원",0.0,False,0
74,37.3836426,127.1115243,37.3846768,127.1112724,2026489203,9136654832,144.001,0.0,"LINESTRING (127.1115243 37.3836426, 127.1111605 37.3836782, 127.11123 37.3840588, 127.11126 37.3843274, 127.1112724 37.3846768)","park: 정자목어린이공원,wood: 낙생대공원",0.0,False,0
75,37.3836426,127.1115243,37.3844561,127.1116182,2026489203,4279351392,90.856,0.0,"LINESTRING (127.1115243 37.3836426, 127.1115378 37.3837741, 127.1115699 37.3839957, 127.1116021 37.3842515, 127.1116182 37.3844561)","park: 정자목어린이공원,wood: 낙생대공원",0.0,False,0
76,37.3846766,127.1126134,37.3844648,127.1126181,2026489210,4279351396,23.555,0.0,,park: 보물섬어린이공원,0.0,False,0
77,37.3846766,127.1126134,37.3846761,127.1116206,2026489210,4691995462,87.717,1.140029868782562,,"park: 보물섬어린이공원,park: 정자목어린이공원",1.0,True,0
78,37.3846766,127.1126134,37.3846782,127.1128669,2026489210,4691995461,22.398,0.0,,park: 보물섬어린이공원,0.0,False,0
79,37.3846766,127.1126134,37.3848979,127.1125902,2026489210,2026489212,24.811,0.0,"LINESTRING (127.1126134 37.3846766, 127.1126121 37.384816, 127.1125902 37.3848979)",park: 보물섬어린이공원,0.0,False,0
80,37.3848979,127.1125902,37.3848951,127.1116236,2026489212,4279351389,85.402,1.1709327650406314,,"park: 보물섬어린이공원,park: 정자목어린이공원",1.0,True,0
81,37.3848979,127.1125902,37.3852504,127.1124708,2026489212,2026489215,40.591,0.1951554608401052,,park: 보물섬어린이공원,1.0,True,0
82,37.3848979,127.1125902,37.3846766,127.1126134,2026489212,2026489210,24.811,0.0,"LINESTRING (127.1125902 37.3848979, 127.1126121 37.384816, 127.1126134 37.3846766)",park: 보물섬어린이공원,0.0,False,0
